Index,Restaurant,Cuisine,Review,Response,Rating
633,Café de Paris,French,"Café de Paris was a mixed bag. The escargot was excellent, but the steak was overcooked and dry. The service was friendly but a bit slow, and the prices were a bit high for the quality of the food. An okay spot for some French cuisine.",Neutral,3
634,Osaka Sushi,Japanese,"Osaka Sushi had some of the freshest sushi I've ever had! The toro was melt-in-your-mouth delicious, and the seaweed salad was a perfect accompaniment. The service was friendly and efficient, and the prices were reasonable. Highly recommend for some tasty Japanese food.",Positive,5
635,Casa de Pepe,Spanish,"The food at Casa de Pepe was disappointing. The paella lacked flavor and was overcooked, and the sangria was too sweet. The service was inattentive and the restaurant was noisy. Would not recommend.",Negative,2
636,Sushi & Sake,Japanese,"Sushi & Sake had some decent sushi. The rolls were fresh and tasty, but the rice was a bit too dry. The service was efficient but not particularly friendly, and the prices were reasonable. An okay spot for some sushi.",Neutral,3
637,La Petite France,French,"La Petite France had some excellent French cuisine! The coq au vin was rich and flavorful, and the crème brûlée was perfectly creamy. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty French food.",Positive,5
638,Pho Heaven,Vietnamese,"The pho at Pho Heaven was overpriced and underwhelming. The broth was bland and the beef was tough and flavorless. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
639,Pizzeria Paradiso,Italian,"Pizzeria Paradiso was a letdown. The pizza was greasy and flavorless, and the crust was soggy. The service was inattentive and unprofessional, and the restaurant was dirty. Would not recommend.",Negative,1
640,Thai Palace,Thai,"The food at Thai Palace was terrible. The pad thai was dry and overcooked, and the chicken satay was burnt and inedible. The service was rude and unprofessional, and the restaurant was dirty. Would not recommend.",Negative,1
641,Saffron,Indian,"Saffron had some great food! The chicken tikka masala had a perfect balance of flavors, and the naan was fluffy and delicious. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty Indian cuisine.",Positive,5
642,Café de Paris,French,"Café de Paris was a mixed bag. The escargot was excellent, but the steak was overcooked and dry. The service was friendly but a bit slow, and the prices were a bit high for the quality of the food. An okay spot for some French cuisine.",Neutral,3
643,Osaka Sushi,Japanese,"Osaka Sushi had some of the freshest sushi I've ever had! The toro was melt-in-your-mouth delicious, and the seaweed salad was a perfect accompaniment. The service was friendly and efficient, and the prices were reasonable. Highly recommend for some tasty Japanese food.",Positive,5
644,Casa de Pepe,Spanish,"The food at Casa de Pepe was disappointing. The paella lacked flavor and was overcooked, and the sangria was too sweet. The service was inattentive and the restaurant was noisy. Would not recommend.",Negative,2
645,Sushi & Sake,Japanese,"Sushi & Sake had some decent sushi. The rolls were fresh and tasty, but the rice was a bit too dry. The service was efficient but not particularly friendly, and the prices were reasonable. An okay spot for some sushi.",Neutral,3
646,La Petite France,French,"La Petite France had some excellent French cuisine! The coq au vin was rich and flavorful, and the crème brûlée was perfectly creamy. The service was friendly and attentive, and the prices were reasonable. Highly recommend for some tasty French food.",Positive,5
647,The Dirty Spoon,American,"The Dirty Spoon was a terrible experience. The food was greasy and tasteless, and the service was slow and inattentive. The restaurant was dirty and the utensils were not properly cleaned. Would not recommend.",Negative,1
648,Sushi Time,Japanese,"Sushi Time was a huge letdown. The sushi was poorly made and the rice was dry and hard. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
649,Golden Wok,Chinese,"The food at Golden Wok was disappointing. The General Tso's chicken was overcooked and the sauce was too sweet. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
650,The Greasy Spoon,American,"The Greasy Spoon was a terrible experience. The food was greasy and tasteless, and the service was slow and inattentive. The restaurant was dirty and the utensils were not properly cleaned. Would not recommend.",Negative,1
651,Thai Orchid,Thai,"The food at Thai Orchid was terrible. The pad thai was dry and flavorless, and the tom yum soup was too salty. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
652,The Lazy Cow,American,"The Lazy Cow was a terrible experience. The burger was overcooked and dry, and the fries were cold and tasteless. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
653,The Salty Dog,Seafood,"The Salty Dog was a huge disappointment. The seafood was overcooked and tasteless, and the service was slow and inattentive. The restaurant was dirty and the utensils were not properly cleaned. Would not recommend.",Negative,1
654,Pizza Palace,Italian,"Pizza Palace was a letdown. The pizza was greasy and the crust was hard and flavorless. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
655,The Spicy Noodle,Thai,"The food at The Spicy Noodle was disappointing. The pad kee mao lacked flavor and the noodles were overcooked. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
656,The Burnt Toast,American,"The Burnt Toast was a terrible experience. The breakfast was greasy and the toast was burnt. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
657,The Cold Plate,American,"The Cold Plate was a terrible experience. The salad was wilted and the dressing was spoiled. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
658,The Boring Burger,American,"The Boring Burger was a huge disappointment. The burger was overcooked and dry, and the toppings were uninspired. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
659,The Stale Bread,American,"The Stale Bread was a terrible experience. The bread was hard and stale, and the sandwich was poorly made. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
660,The Rotten Egg,American,"The Rotten Egg was a terrible experience. The eggs were overcooked and rubbery, and the bacon was burnt. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
661,The Soggy Fries,American,"The Soggy Fries was a huge letdown. The fries were cold and soggy, and the burger was overcooked. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
662,The Bland Burrito,Mexican,"The food at The Bland Burrito was disappointing. The burrito lacked flavor and the meat was dry. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,1
663,The Dull Diner,American,"The Dull Diner was a terrible experience. The food was bland and tasteless, and the service was slow and inattentive. The restaurant was dirty and the utensils were not properly cleaned. Would not recommend.",Negative,1
664,The Burnt Popcorn,American,"The Burnt Popcorn was a terrible experience. The popcorn was burnt and stale, and the soda was flat. The service was slow and inattentive, and the theater was dirty. Would not recommend.",Negative,1
665,The Overpriced Café,American,"The Overpriced Café was a huge disappointment. The food was overpriced and mediocre, and the service was slow and inattentive. The café was dirty and the utensils were not properly cleaned. Would not recommend.",Negative,2
666,The Boring BBQ,American,"The Boring BBQ was a letdown. The meat was dry and the sauce was too sweet. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,2
667,The Cold Soup,French,"The Cold Soup was a huge letdown. The soup was cold and the flavors were not well balanced. The service was slow and inattentive, and the restaurant was dirty. Would not recommend.",Negative,2
